instant,dteday,season,year,month,hour,holiday,weekday,weather,temperature,feeling_temperature,humidity,wind_speed,casual,registered,total_rent,day_category,humidity_category
3167,2011-05-16,Summer,2011,May,20,No,Monday,Clear,0.58,0.5455,83.0,0.0,31,167,198,Weekday,High
3168,2011-05-16,Summer,2011,May,21,No,Monday,Clear,0.58,0.5455,83.0,0.0,28,149,177,Weekday,High
3169,2011-05-16,Summer,2011,May,22,No,Monday,Clear,0.56,0.5303,88.0,0.0896,22,105,127,Weekday,High
3170,2011-05-16,Summer,2011,May,23,No,Monday,Clear,0.56,0.5303,88.0,0.0896,18,39,57,Weekday,High
3171,2011-05-17,Summer,2011,May,0,No,Tuesday,Mist,0.56,0.5303,88.0,0.0,13,18,31,Weekday,High
3172,2011-05-17,Summer,2011,May,1,No,Tuesday,Light Rain,0.56,0.5303,88.0,0.0,7,6,13,Weekday,High
3173,2011-05-17,Summer,2011,May,2,No,Tuesday,Light Rain,0.56,0.5303,88.0,0.0,4,4,8,Weekday,High
3174,2011-05-17,Summer,2011,May,3,No,Tuesday,Light Rain,0.54,0.5152,94.0,0.2537,1,3,4,Weekday,High
3175,2011-05-17,Summer,2011,May,4,No,Tuesday,Light Rain,0.54,0.5152,94.0,0.2537,2,2,4,Weekday,High
3176,2011-05-17,Summer,2011,May,5,No,Tuesday,Light Rain,0.52,0.5,94.0,0.2537,0,22,22,Weekday,High
3177,2011-05-17,Summer,2011,May,6,No,Tuesday,Light Rain,0.52,0.5,94.0,0.2537,0,49,49,Weekday,High
3178,2011-05-17,Summer,2011,May,7,No,Tuesday,Mist,0.52,0.5,94.0,0.2537,13,138,151,Weekday,High
3179,2011-05-17,Summer,2011,May,8,No,Tuesday,Mist,0.52,0.5,94.0,0.2985,22,325,347,Weekday,High
3180,2011-05-17,Summer,2011,May,9,No,Tuesday,Mist,0.54,0.5152,88.0,0.2537,17,190,207,Weekday,High
3181,2011-05-17,Summer,2011,May,10,No,Tuesday,Light Rain,0.54,0.5152,88.0,0.2537,31,73,104,Weekday,High
3182,2011-05-17,Summer,2011,May,11,No,Tuesday,Mist,0.56,0.5303,83.0,0.4179,26,104,130,Weekday,High
3183,2011-05-17,Summer,2011,May,12,No,Tuesday,Light Rain,0.56,0.5303,83.0,0.4179,38,115,153,Weekday,High
3184,2011-05-17,Summer,2011,May,13,No,Tuesday,Mist,0.56,0.5303,88.0,0.3284,31,141,172,Weekday,High
3185,2011-05-17,Summer,2011,May,14,No,Tuesday,Clear,0.62,0.5909,73.0,0.4627,61,123,184,Weekday,High
3186,2011-05-17,Summer,2011,May,15,No,Tuesday,Clear,0.62,0.6061,69.0,0.4478,79,131,210,Weekday,High
3187,2011-05-17,Summer,2011,May,16,No,Tuesday,Clear,0.62,0.6061,61.0,0.3284,73,217,290,Weekday,High
3188,2011-05-17,Summer,2011,May,17,No,Tuesday,Clear,0.62,0.6061,65.0,0.4179,83,521,604,Weekday,High
3189,2011-05-17,Summer,2011,May,18,No,Tuesday,Clear,0.6,0.5909,69.0,0.2985,54,426,480,Weekday,High
3190,2011-05-17,Summer,2011,May,19,No,Tuesday,Clear,0.6,0.5909,69.0,0.2537,51,298,349,Weekday,High
3191,2011-05-17,Summer,2011,May,20,No,Tuesday,Clear,0.58,0.5455,83.0,0.4179,30,253,283,Weekday,High
3192,2011-05-17,Summer,2011,May,21,No,Tuesday,Clear,0.54,0.5152,88.0,0.2537,23,151,174,Weekday,High
3193,2011-05-17,Summer,2011,May,22,No,Tuesday,Mist,0.54,0.5152,88.0,0.2836,12,86,98,Weekday,High
3194,2011-05-17,Summer,2011,May,23,No,Tuesday,Mist,0.54,0.5152,88.0,0.2537,7,49,56,Weekday,High
3195,2011-05-18,Summer,2011,May,0,No,Wednesday,Mist,0.54,0.5152,88.0,0.2239,8,15,23,Weekday,High
3196,2011-05-18,Summer,2011,May,1,No,Wednesday,Mist,0.54,0.5152,88.0,0.2537,3,9,12,Weekday,High
3197,2011-05-18,Summer,2011,May,2,No,Wednesday,Light Rain,0.52,0.5,94.0,0.2239,1,5,6,Weekday,High
3198,2011-05-18,Summer,2011,May,3,No,Wednesday,Light Rain,0.52,0.5,94.0,0.2985,6,3,9,Weekday,High
3199,2011-05-18,Summer,2011,May,4,No,Wednesday,Light Rain,0.52,0.5,94.0,0.2985,1,2,3,Weekday,High
3200,2011-05-18,Summer,2011,May,5,No,Wednesday,Clear,0.52,0.5,100.0,0.2239,0,9,9,Weekday,High
3201,2011-05-18,Summer,2011,May,6,No,Wednesday,Clear,0.52,0.5,100.0,0.1343,2,99,101,Weekday,High
3202,2011-05-18,Summer,2011,May,7,No,Wednesday,Clear,0.54,0.5152,88.0,0.194,14,260,274,Weekday,High
3203,2011-05-18,Summer,2011,May,8,No,Wednesday,Clear,0.56,0.5303,88.0,0.2836,25,428,453,Weekday,High
3204,2011-05-18,Summer,2011,May,9,No,Wednesday,Light Rain,0.56,0.5303,83.0,0.2537,26,176,202,Weekday,High
3205,2011-05-18,Summer,2011,May,10,No,Wednesday,Light Rain,0.54,0.5152,88.0,0.2836,33,73,106,Weekday,High
3206,2011-05-18,Summer,2011,May,11,No,Wednesday,Mist,0.54,0.5152,94.0,0.0896,6,17,23,Weekday,High
3207,2011-05-18,Summer,2011,May,12,No,Wednesday,Clear,0.56,0.5303,94.0,0.2985,12,42,54,Weekday,High
3208,2011-05-18,Summer,2011,May,13,No,Wednesday,Mist,0.56,0.5303,83.0,0.3284,30,92,122,Weekday,High
3209,2011-05-18,Summer,2011,May,14,No,Wednesday,Mist,0.58,0.5455,78.0,0.2836,44,94,138,Weekday,High
3210,2011-05-18,Summer,2011,May,15,No,Wednesday,Clear,0.6,0.5758,78.0,0.2537,34,133,167,Weekday,High
3211,2011-05-18,Summer,2011,May,16,No,Wednesday,Clear,0.6,0.5909,73.0,0.194,53,241,294,Weekday,High
3212,2011-05-18,Summer,2011,May,17,No,Wednesday,Clear,0.6,0.5909,69.0,0.1343,78,487,565,Weekday,High
3213,2011-05-18,Summer,2011,May,18,No,Wednesday,Clear,0.6,0.5909,73.0,0.2239,58,431,489,Weekday,High
3214,2011-05-18,Summer,2011,May,19,No,Wednesday,Light Rain,0.56,0.5303,88.0,0.1343,43,288,331,Weekday,High
3215,2011-05-18,Summer,2011,May,20,No,Wednesday,Light Rain,0.56,0.5303,88.0,0.1343,24,189,213,Weekday,High
3216,2011-05-18,Summer,2011,May,21,No,Wednesday,Clear,0.52,0.5,88.0,0.0,11,74,85,Weekday,High
3217,2011-05-18,Summer,2011,May,22,No,Wednesday,Clear,0.52,0.5,83.0,0.0,14,103,117,Weekday,High
3218,2011-05-18,Summer,2011,May,23,No,Wednesday,Clear,0.52,0.5,94.0,0.0896,10,49,59,Weekday,High
3219,2011-05-19,Summer,2011,May,0,No,Thursday,Clear,0.52,0.5,94.0,0.1045,6,23,29,Weekday,High
3220,2011-05-19,Summer,2011,May,1,No,Thursday,Clear,0.5,0.4848,94.0,0.0,2,4,6,Weekday,High
3221,2011-05-19,Summer,2011,May,2,No,Thursday,Clear,0.5,0.4848,94.0,0.0,3,12,15,Weekday,High
3222,2011-05-19,Summer,2011,May,3,No,Thursday,Clear,0.48,0.4697,100.0,0.0,1,3,4,Weekday,High
3223,2011-05-19,Summer,2011,May,4,No,Thursday,Clear,0.48,0.4697,94.0,0.0,2,3,5,Weekday,High
3224,2011-05-19,Summer,2011,May,5,No,Thursday,Clear,0.48,0.4697,94.0,0.0,2,24,26,Weekday,High
3225,2011-05-19,Summer,2011,May,6,No,Thursday,Mist,0.5,0.4848,94.0,0.0,17,86,103,Weekday,High
3226,2011-05-19,Summer,2011,May,7,No,Thursday,Mist,0.5,0.4848,100.0,0.0,18,239,257,Weekday,High
3227,2011-05-19,Summer,2011,May,8,No,Thursday,Mist,0.52,0.5,88.0,0.0,34,453,487,Weekday,High
3228,2011-05-19,Summer,2011,May,9,No,Thursday,Mist,0.54,0.5152,88.0,0.0896,40,176,216,Weekday,High
3229,2011-05-19,Summer,2011,May,10,No,Thursday,Mist,0.54,0.5152,83.0,0.0,35,95,130,Weekday,High
3230,2011-05-19,Summer,2011,May,11,No,Thursday,Light Rain,0.54,0.5152,88.0,0.1642,53,111,164,Weekday,High
3231,2011-05-19,Summer,2011,May,12,No,Thursday,Mist,0.58,0.5455,78.0,0.1045,38,130,168,Weekday,High
3232,2011-05-19,Summer,2011,May,13,No,Thursday,Light Rain,0.58,0.5455,64.0,0.2537,44,139,183,Weekday,High
3233,2011-05-19,Summer,2011,May,14,No,Thursday,Light Rain,0.54,0.5152,73.0,0.194,43,137,180,Weekday,High
3234,2011-05-19,Summer,2011,May,15,No,Thursday,Clear,0.56,0.5303,78.0,0.1642,63,125,188,Weekday,High
3235,2011-05-19,Summer,2011,May,16,No,Thursday,Clear,0.58,0.5455,64.0,0.194,55,247,302,Weekday,High
3236,2011-05-19,Summer,2011,May,17,No,Thursday,Clear,0.56,0.5303,78.0,0.1642,60,487,547,Weekday,High
3237,2011-05-19,Summer,2011,May,18,No,Thursday,Clear,0.6,0.6212,55.00000000000001,0.1642,59,454,513,Weekday,Normal
3238,2011-05-19,Summer,2011,May,19,No,Thursday,Clear,0.58,0.5455,60.0,0.1343,65,345,410,Weekday,Normal
3239,2011-05-19,Summer,2011,May,20,No,Thursday,Clear,0.54,0.5152,77.0,0.2836,46,236,282,Weekday,High
3240,2011-05-19,Summer,2011,May,21,No,Thursday,Clear,0.54,0.5152,77.0,0.2836,29,180,209,Weekday,High
3241,2011-05-19,Summer,2011,May,22,No,Thursday,Light Rain,0.5,0.4848,82.0,0.2985,11,68,79,Weekday,High
3242,2011-05-19,Summer,2011,May,23,No,Thursday,Clear,0.48,0.4697,94.0,0.0,9,63,72,Weekday,High
3243,2011-05-20,Summer,2011,May,0,No,Friday,Clear,0.46,0.4545,94.0,0.0896,15,33,48,Weekday,High
3244,2011-05-20,Summer,2011,May,1,No,Friday,Clear,0.46,0.4545,100.0,0.0,8,17,25,Weekday,High
3245,2011-05-20,Summer,2011,May,2,No,Friday,Clear,0.44,0.4394,100.0,0.0896,4,4,8,Weekday,High
3246,2011-05-20,Summer,2011,May,3,No,Friday,Clear,0.44,0.4394,100.0,0.0,1,4,5,Weekday,High
3247,2011-05-20,Summer,2011,May,4,No,Friday,Clear,0.44,0.4394,94.0,0.0896,1,4,5,Weekday,High
3248,2011-05-20,Summer,2011,May,5,No,Friday,Clear,0.44,0.4394,94.0,0.1045,0,28,28,Weekday,High
3249,2011-05-20,Summer,2011,May,6,No,Friday,Clear,0.46,0.4545,88.0,0.1045,15,102,117,Weekday,High
3250,2011-05-20,Summer,2011,May,7,No,Friday,Clear,0.5,0.4848,77.0,0.1642,30,289,319,Weekday,High
3251,2011-05-20,Summer,2011,May,8,No,Friday,Clear,0.54,0.5152,68.0,0.0,41,476,517,Weekday,High
3252,2011-05-20,Summer,2011,May,9,No,Friday,Clear,0.54,0.5152,68.0,0.2239,35,199,234,Weekday,High
3253,2011-05-20,Summer,2011,May,10,No,Friday,Clear,0.56,0.5303,64.0,0.194,44,104,148,Weekday,High
3254,2011-05-20,Summer,2011,May,11,No,Friday,Mist,0.58,0.5455,60.0,0.194,63,133,196,Weekday,Normal
3255,2011-05-20,Summer,2011,May,12,No,Friday,Mist,0.6,0.6212,56.00000000000001,0.2537,69,186,255,Weekday,Normal
3256,2011-05-20,Summer,2011,May,13,No,Friday,Light Rain,0.6,0.6212,56.00000000000001,0.2836,60,172,232,Weekday,Normal
3257,2011-05-20,Summer,2011,May,14,No,Friday,Clear,0.62,0.6212,53.0,0.2239,66,131,197,Weekday,Normal
3258,2011-05-20,Summer,2011,May,15,No,Friday,Mist,0.6,0.6212,56.00000000000001,0.194,74,168,242,Weekday,Normal
3259,2011-05-20,Summer,2011,May,16,No,Friday,Mist,0.6,0.6212,53.0,0.1642,61,269,330,Weekday,Normal
3260,2011-05-20,Summer,2011,May,17,No,Friday,Clear,0.62,0.6212,53.0,0.0,71,483,554,Weekday,Normal
3261,2011-05-20,Summer,2011,May,18,No,Friday,Clear,0.6,0.6212,56.00000000000001,0.1642,79,394,473,Weekday,Normal
3262,2011-05-20,Summer,2011,May,19,No,Friday,Clear,0.58,0.5455,64.0,0.0896,49,253,302,Weekday,High
3263,2011-05-20,Summer,2011,May,20,No,Friday,Clear,0.58,0.5455,64.0,0.1045,40,180,220,Weekday,High
3264,2011-05-20,Summer,2011,May,21,No,Friday,Clear,0.56,0.5303,64.0,0.1045,40,155,195,Weekday,High
3265,2011-05-20,Summer,2011,May,22,No,Friday,Clear,0.54,0.5152,73.0,0.0,28,124,152,Weekday,High
3266,2011-05-20,Summer,2011,May,23,No,Friday,Clear,0.52,0.5,72.0,0.1642,15,100,115,Weekday,High
3267,2011-05-21,Summer,2011,May,0,No,Saturday,Clear,0.52,0.5,77.0,0.1045,20,78,98,Weekend,High
3268,2011-05-21,Summer,2011,May,1,No,Saturday,Clear,0.52,0.5,72.0,0.0,8,64,72,Weekend,High
3269,2011-05-21,Summer,2011,May,2,No,Saturday,Clear,0.52,0.5,72.0,0.1045,5,35,40,Weekend,High
3270,2011-05-21,Summer,2011,May,3,No,Saturday,Clear,0.48,0.4697,82.0,0.1045,7,12,19,Weekend,High
3271,2011-05-21,Summer,2011,May,4,No,Saturday,Clear,0.46,0.4545,88.0,0.1343,1,6,7,Weekend,High
3272,2011-05-21,Summer,2011,May,5,No,Saturday,Clear,0.46,0.4545,88.0,0.1045,1,4,5,Weekend,High
3273,2011-05-21,Summer,2011,May,6,No,Saturday,Clear,0.5,0.4848,82.0,0.1343,6,22,28,Weekend,High
3274,2011-05-21,Summer,2011,May,7,No,Saturday,Clear,0.54,0.5152,73.0,0.1343,10,33,43,Weekend,High
3275,2011-05-21,Summer,2011,May,8,No,Saturday,Clear,0.56,0.5303,68.0,0.2836,29,97,126,Weekend,High
3276,2011-05-21,Summer,2011,May,9,No,Saturday,Clear,0.6,0.6061,64.0,0.2239,60,165,225,Weekend,High
3277,2011-05-21,Summer,2011,May,10,No,Saturday,Clear,0.62,0.6061,61.0,0.1045,122,201,323,Weekend,High
3278,2011-05-21,Summer,2011,May,11,No,Saturday,Clear,0.64,0.6212,53.0,0.1343,173,245,418,Weekend,Normal
3279,2011-05-21,Summer,2011,May,12,No,Saturday,Clear,0.66,0.6212,50.0,0.0,222,271,493,Weekend,Normal
3280,2011-05-21,Summer,2011,May,13,No,Saturday,Clear,0.7,0.6364,45.0,0.0,191,271,462,Weekend,Normal
3281,2011-05-21,Summer,2011,May,14,No,Saturday,Clear,0.72,0.6515,42.0,0.0,187,269,456,Weekend,Normal
3282,2011-05-21,Summer,2011,May,15,No,Saturday,Clear,0.72,0.6515,45.0,0.2537,232,274,506,Weekend,Normal
3283,2011-05-21,Summer,2011,May,16,No,Saturday,Mist,0.72,0.6515,39.0,0.2537,204,267,471,Weekend,Normal
3284,2011-05-21,Summer,2011,May,17,No,Saturday,Mist,0.72,0.6515,42.0,0.1642,191,253,444,Weekend,Normal
3285,2011-05-21,Summer,2011,May,18,No,Saturday,Mist,0.7,0.6364,45.0,0.1642,191,253,444,Weekend,Normal
3286,2011-05-21,Summer,2011,May,19,No,Saturday,Clear,0.68,0.6364,47.0,0.1642,117,184,301,Weekend,Normal
3287,2011-05-21,Summer,2011,May,20,No,Saturday,Clear,0.62,0.6061,61.0,0.0,84,164,248,Weekend,High
3288,2011-05-21,Summer,2011,May,21,No,Saturday,Clear,0.62,0.6061,61.0,0.1045,77,150,227,Weekend,High
3289,2011-05-21,Summer,2011,May,22,No,Saturday,Clear,0.6,0.5909,69.0,0.1343,78,126,204,Weekend,High
3290,2011-05-21,Summer,2011,May,23,No,Saturday,Clear,0.58,0.5455,78.0,0.0896,42,103,145,Weekend,High
3291,2011-05-22,Summer,2011,May,0,No,Sunday,Clear,0.54,0.5152,88.0,0.1642,31,100,131,Weekend,High
3292,2011-05-22,Summer,2011,May,1,No,Sunday,Clear,0.52,0.5,94.0,0.1343,17,81,98,Weekend,High
3293,2011-05-22,Summer,2011,May,2,No,Sunday,Clear,0.52,0.5,94.0,0.1045,18,50,68,Weekend,High
3294,2011-05-22,Summer,2011,May,3,No,Sunday,Clear,0.5,0.4848,100.0,0.1045,10,23,33,Weekend,High
3295,2011-05-22,Summer,2011,May,4,No,Sunday,Clear,0.5,0.4848,100.0,0.0,3,9,12,Weekend,High
3296,2011-05-22,Summer,2011,May,5,No,Sunday,Clear,0.5,0.4848,100.0,0.1045,1,5,6,Weekend,High
3297,2011-05-22,Summer,2011,May,6,No,Sunday,Clear,0.52,0.5,94.0,0.1045,5,13,18,Weekend,High
3298,2011-05-22,Summer,2011,May,7,No,Sunday,Clear,0.54,0.5152,88.0,0.1045,13,27,40,Weekend,High
3299,2011-05-22,Summer,2011,May,8,No,Sunday,Clear,0.6,0.5909,73.0,0.0896,29,65,94,Weekend,High
3300,2011-05-22,Summer,2011,May,9,No,Sunday,Clear,0.62,0.6061,69.0,0.1045,59,130,189,Weekend,High
3301,2011-05-22,Summer,2011,May,10,No,Sunday,Clear,0.64,0.6061,65.0,0.1343,135,170,305,Weekend,High
3302,2011-05-22,Summer,2011,May,11,No,Sunday,Clear,0.7,0.6515,54.0,0.194,164,209,373,Weekend,Normal
3303,2011-05-22,Summer,2011,May,12,No,Sunday,Mist,0.72,0.6667,51.0,0.194,146,255,401,Weekend,Normal
3304,2011-05-22,Summer,2011,May,13,No,Sunday,Mist,0.66,0.6212,54.0,0.2239,180,275,455,Weekend,Normal
3305,2011-05-22,Summer,2011,May,14,No,Sunday,Light Rain,0.62,0.6061,69.0,0.194,125,191,316,Weekend,High
3306,2011-05-22,Summer,2011,May,15,No,Sunday,Mist,0.66,0.6212,61.0,0.1642,110,221,331,Weekend,High
3307,2011-05-22,Summer,2011,May,16,No,Sunday,Clear,0.68,0.6364,61.0,0.1343,72,201,273,Weekend,High
3308,2011-05-22,Summer,2011,May,17,No,Sunday,Clear,0.7,0.6515,57.99999999999999,0.2537,93,213,306,Weekend,Normal
3309,2011-05-22,Summer,2011,May,18,No,Sunday,Clear,0.66,0.6212,61.0,0.2239,120,238,358,Weekend,High
3310,2011-05-22,Summer,2011,May,19,No,Sunday,Clear,0.66,0.6212,61.0,0.194,107,193,300,Weekend,High
3311,2011-05-22,Summer,2011,May,20,No,Sunday,Clear,0.64,0.6061,65.0,0.1642,57,174,231,Weekend,High
3312,2011-05-22,Summer,2011,May,21,No,Sunday,Clear,0.62,0.5909,73.0,0.194,27,109,136,Weekend,High
3313,2011-05-22,Summer,2011,May,22,No,Sunday,Clear,0.6,0.5606,83.0,0.1343,35,86,121,Weekend,High
3314,2011-05-22,Summer,2011,May,23,No,Sunday,Mist,0.58,0.5455,83.0,0.1343,19,46,65,Weekend,High
3315,2011-05-23,Summer,2011,May,0,No,Monday,Mist,0.56,0.5303,88.0,0.1343,23,18,41,Weekday,High
3316,2011-05-23,Summer,2011,May,1,No,Monday,Clear,0.56,0.5303,88.0,0.1045,4,5,9,Weekday,High
3317,2011-05-23,Summer,2011,May,2,No,Monday,Light Rain,0.56,0.5303,88.0,0.1642,2,3,5,Weekday,High
3318,2011-05-23,Summer,2011,May,3,No,Monday,Light Rain,0.54,0.5152,94.0,0.1642,0,4,4,Weekday,High
3319,2011-05-23,Summer,2011,May,4,No,Monday,Mist,0.54,0.5152,94.0,0.0,2,2,4,Weekday,High
3320,2011-05-23,Summer,2011,May,5,No,Monday,Mist,0.54,0.5152,94.0,0.0,0,11,11,Weekday,High
3321,2011-05-23,Summer,2011,May,6,No,Monday,Mist,0.54,0.5152,100.0,0.0,4,92,96,Weekday,High
3322,2011-05-23,Summer,2011,May,7,No,Monday,Mist,0.56,0.5303,94.0,0.1045,13,223,236,Weekday,High
3323,2011-05-23,Summer,2011,May,8,No,Monday,Clear,0.6,0.5455,88.0,0.194,50,359,409,Weekday,High
3324,2011-05-23,Summer,2011,May,9,No,Monday,Clear,0.6,0.5455,88.0,0.2239,36,131,167,Weekday,High
3325,2011-05-23,Summer,2011,May,10,No,Monday,Clear,0.66,0.6212,74.0,0.2985,49,72,121,Weekday,High
3326,2011-05-23,Summer,2011,May,11,No,Monday,Clear,0.68,0.6364,69.0,0.3881,73,107,180,Weekday,High
3327,2011-05-23,Summer,2011,May,12,No,Monday,Clear,0.68,0.6364,69.0,0.3881,65,139,204,Weekday,High
3328,2011-05-23,Summer,2011,May,13,No,Monday,Mist,0.74,0.6818,57.99999999999999,0.4179,49,155,204,Weekday,Normal
3329,2011-05-23,Summer,2011,May,14,No,Monday,Mist,0.72,0.6818,62.0,0.5224,57,130,187,Weekday,High
3330,2011-05-23,Summer,2011,May,15,No,Monday,Mist,0.72,0.6818,62.0,0.4478,57,119,176,Weekday,High
3331,2011-05-23,Summer,2011,May,16,No,Monday,Mist,0.72,0.6818,62.0,0.2985,56,223,279,Weekday,High
3332,2011-05-23,Summer,2011,May,17,No,Monday,Light Rain,0.72,0.6818,70.0,0.3881,56,373,429,Weekday,High
3333,2011-05-23,Summer,2011,May,18,No,Monday,Clear,0.7,0.6667,74.0,0.2836,68,385,453,Weekday,High
3334,2011-05-23,Summer,2011,May,19,No,Monday,Clear,0.7,0.6667,74.0,0.2239,56,302,358,Weekday,High
3335,2011-05-23,Summer,2011,May,20,No,Monday,Clear,0.64,0.5758,83.0,0.2239,39,271,310,Weekday,High
3336,2011-05-23,Summer,2011,May,21,No,Monday,Clear,0.64,0.5758,89.0,0.2239,33,155,188,Weekday,High
3337,2011-05-23,Summer,2011,May,22,No,Monday,Clear,0.62,0.5455,94.0,0.2239,25,106,131,Weekday,High
3338,2011-05-23,Summer,2011,May,23,No,Monday,Mist,0.62,0.5606,88.0,0.194,19,53,72,Weekday,High
3339,2011-05-24,Summer,2011,May,0,No,Tuesday,Mist,0.6,0.5152,94.0,0.194,12,23,35,Weekday,High
3340,2011-05-24,Summer,2011,May,1,No,Tuesday,Mist,0.6,0.5152,94.0,0.1642,6,9,15,Weekday,High
3341,2011-05-24,Summer,2011,May,2,No,Tuesday,Mist,0.6,0.5152,94.0,0.194,2,8,10,Weekday,High
3342,2011-05-24,Summer,2011,May,3,No,Tuesday,Mist,0.58,0.5455,94.0,0.1045,0,2,2,Weekday,High
3343,2011-05-24,Summer,2011,May,4,No,Tuesday,Clear,0.6,0.5455,88.0,0.1045,1,3,4,Weekday,High
3344,2011-05-24,Summer,2011,May,5,No,Tuesday,Mist,0.58,0.5455,94.0,0.2537,2,22,24,Weekday,High
3345,2011-05-24,Summer,2011,May,6,No,Tuesday,Mist,0.58,0.5455,94.0,0.194,10,102,112,Weekday,High
3346,2011-05-24,Summer,2011,May,7,No,Tuesday,Light Rain,0.64,0.5909,78.0,0.194,26,288,314,Weekday,High
3347,2011-05-24,Summer,2011,May,8,No,Tuesday,Light Rain,0.62,0.5758,83.0,0.2239,31,403,434,Weekday,High
3348,2011-05-24,Summer,2011,May,9,No,Tuesday,Mist,0.64,0.6061,73.0,0.194,27,111,138,Weekday,High
3349,2011-05-24,Summer,2011,May,10,No,Tuesday,Clear,0.7,0.6515,61.0,0.3284,18,90,108,Weekday,High
3350,2011-05-24,Summer,2011,May,11,No,Tuesday,Clear,0.74,0.6667,51.0,0.2239,33,142,175,Weekday,Normal
3351,2011-05-24,Summer,2011,May,12,No,Tuesday,Clear,0.76,0.6818,45.0,0.3881,41,129,170,Weekday,Normal
3352,2011-05-24,Summer,2011,May,13,No,Tuesday,Clear,0.78,0.697,46.0,0.2537,38,152,190,Weekday,Normal
3353,2011-05-24,Summer,2011,May,14,No,Tuesday,Clear,0.78,0.697,46.0,0.2836,27,126,153,Weekday,Normal
3354,2011-05-24,Summer,2011,May,15,No,Tuesday,Light Rain,0.74,0.6818,55.00000000000001,0.4179,59,129,188,Weekday,Normal
3355,2011-05-24,Summer,2011,May,16,No,Tuesday,Clear,0.66,0.6212,69.0,0.194,52,225,277,Weekday,High
3356,2011-05-24,Summer,2011,May,17,No,Tuesday,Clear,0.7,0.6515,61.0,0.1045,56,492,548,Weekday,High
3357,2011-05-24,Summer,2011,May,18,No,Tuesday,Clear,0.7,0.6515,70.0,0.194,74,490,564,Weekday,High
3358,2011-05-24,Summer,2011,May,19,No,Tuesday,Clear,0.66,0.6212,74.0,0.194,45,310,355,Weekday,High
3359,2011-05-24,Summer,2011,May,20,No,Tuesday,Clear,0.66,0.6212,74.0,0.0896,39,241,280,Weekday,High
3360,2011-05-24,Summer,2011,May,21,No,Tuesday,Clear,0.64,0.5909,78.0,0.0896,21,168,189,Weekday,High
3361,2011-05-24,Summer,2011,May,22,No,Tuesday,Light Rain,0.62,0.5606,88.0,0.2239,26,115,141,Weekday,High
3362,2011-05-24,Summer,2011,May,23,No,Tuesday,Light Rain,0.66,0.6212,74.0,0.1642,13,53,66,Weekday,High
3363,2011-05-25,Summer,2011,May,0,No,Wednesday,Light Rain,0.6,0.5606,83.0,0.2239,3,32,35,Weekday,High
3364,2011-05-25,Summer,2011,May,1,No,Wednesday,Light Rain,0.58,0.5455,83.0,0.194,6,2,8,Weekday,High
3365,2011-05-25,Summer,2011,May,2,No,Wednesday,Mist,0.56,0.5303,94.0,0.0,0,8,8,Weekday,High
3366,2011-05-25,Summer,2011,May,3,No,Wednesday,Clear,0.54,0.5152,100.0,0.1343,0,9,9,Weekday,High
3367,2011-05-25,Summer,2011,May,4,No,Wednesday,Clear,0.54,0.5152,100.0,0.1045,0,3,3,Weekday,High
3368,2011-05-25,Summer,2011,May,5,No,Wednesday,Clear,0.56,0.5303,88.0,0.0896,2,23,25,Weekday,High
3369,2011-05-25,Summer,2011,May,6,No,Wednesday,Clear,0.56,0.5303,94.0,0.0896,4,113,117,Weekday,High
3370,2011-05-25,Summer,2011,May,7,No,Wednesday,Clear,0.62,0.5909,73.0,0.1343,29,284,313,Weekday,High
3371,2011-05-25,Summer,2011,May,8,No,Wednesday,Clear,0.64,0.6061,69.0,0.2239,36,495,531,Weekday,High
3372,2011-05-25,Summer,2011,May,9,No,Wednesday,Clear,0.68,0.6364,65.0,0.0896,27,207,234,Weekday,High
3373,2011-05-25,Summer,2011,May,10,No,Wednesday,Clear,0.7,0.6515,61.0,0.0896,30,105,135,Weekday,High
3374,2011-05-25,Summer,2011,May,11,No,Wednesday,Clear,0.74,0.6667,51.0,0.0896,36,104,140,Weekday,Normal
3375,2011-05-25,Summer,2011,May,12,No,Wednesday,Clear,0.74,0.6818,55.00000000000001,0.1343,32,178,210,Weekday,Normal
3376,2011-05-25,Summer,2011,May,13,No,Wednesday,Clear,0.74,0.6818,55.00000000000001,0.1343,39,163,202,Weekday,Normal
3377,2011-05-25,Summer,2011,May,14,No,Wednesday,Clear,0.74,0.6818,55.00000000000001,0.1642,47,121,168,Weekday,Normal
3378,2011-05-25,Summer,2011,May,15,No,Wednesday,Clear,0.76,0.697,52.0,0.2537,37,145,182,Weekday,Normal
3379,2011-05-25,Summer,2011,May,16,No,Wednesday,Clear,0.74,0.6667,51.0,0.2836,61,238,299,Weekday,Normal
3380,2011-05-25,Summer,2011,May,17,No,Wednesday,Clear,0.74,0.6667,51.0,0.2239,77,524,601,Weekday,Normal
3381,2011-05-25,Summer,2011,May,18,No,Wednesday,Clear,0.72,0.6667,57.99999999999999,0.2239,66,451,517,Weekday,Normal
3382,2011-05-25,Summer,2011,May,19,No,Wednesday,Clear,0.7,0.6515,61.0,0.1343,73,332,405,Weekday,High
3383,2011-05-25,Summer,2011,May,20,No,Wednesday,Clear,0.7,0.6515,61.0,0.1642,56,284,340,Weekday,High
3384,2011-05-25,Summer,2011,May,21,No,Wednesday,Clear,0.66,0.6212,69.0,0.1343,33,203,236,Weekday,High
